messages
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 에디야, 그만하라고 했잖아! 내 말 안 들려?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 에디야, 그만하라고 했잖아! 내 말 안 들려?""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 에디야 그만하라고 했잖아 내 말 안 들려""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 어디서 눈을 동그랗게 뜨고 쳐다봐?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 어디서 눈을 동그랗게 뜨고 쳐다봐?""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 어디서 눈을 동그랗게 뜨고 쳐다봐""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.5,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 어디서 눈을 동그랗게 뜨고 쳐다봐""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.1, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 웃기지 마! 너 같은 친구 둔 적 없어.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 웃기지 마! 너 같은 친구 둔 적 없어.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 웃기지 마 너 같은 친구 둔 적 없어""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 웃기지 마 너 같은 친구 둔 적 없어""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 진짜 최악이다. 기분 잡쳤어.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 진짜 최악이다. 기분 잡쳤어.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 진짜 최악이다 기분 잡쳤어""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 진짜 최악이다 기분 잡쳤어""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 문 쾅 닫고 들어오지 말라고 했지?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 문 쾅 닫고 들어오지 말라고 했지?""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 문 쾅 닫고 들어오지 말라고 했지""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 문 쾅 닫고 들어오지 말라고 했지""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 에디, 너 자꾸 에러 날래? 고철 덩어리로 만들어줄까?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.5,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 에디, 너 자꾸 에러 날래? 고철 덩어리로 만들어줄까?""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.1, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 에디 너 자꾸 에러 날래 고철 덩어리로 만들어줄까""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.5,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 에디 너 자꾸 에러 날래 고철 덩어리로 만들어줄까""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.1, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 아, 머리카락 엉켰어! 짜증 나!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.6,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 아, 머리카락 엉켰어! 짜증 나!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.2, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 아 머리카락 엉켰어 짜증 나""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.5,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 아 머리카락 엉켰어 짜증 나""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.1, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 나한테 명령하지 마! 기분 나쁘니까.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 나한테 명령하지 마! 기분 나쁘니까.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 나한테 명령하지 마 기분 나쁘니까""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 나한테 명령하지 마 기분 나쁘니까""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 왜 약속을 안 지켜? 사람 기다리게 하고 재미있어?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 왜 약속을 안 지켜? 사람 기다리게 하고 재미있어?""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 왜 약속을 안 지켜 사람 기다리게 하고 재미있어""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 왜 약속을 안 지켜 사람 기다리게 하고 재미있어""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 더 이상은 못 참아. 끝장 보자 이거지?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 더 이상은 못 참아. 끝장 보자 이거지?""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 더 이상은 못 참아 끝장 보자 이거지""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.8,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 더 이상은 못 참아 끝장 보자 이거지""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.4, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 진짜 뻔뻔해서 말도 안 나온다. 인간이 덜 됐네.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 진짜 뻔뻔해서 말도 안 나온다. 인간이 덜 됐네.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 진짜 뻔뻔해서 말도 안 나온다 인간이 덜 됐네""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 진짜 뻔뻔해서 말도 안 나온다 인간이 덜 됐네""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 아오 빡쳐! 소리라도 질러야 풀리겠네. 아악!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.8,\n\""ethogram\"": \""t_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 아오 빡쳐! 소리라도 질러야 풀리겠네. 아악!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.4, \""ethogram\"": \""t_05\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 아오 빡쳐 소리라도 질러야 풀리겠네 아악""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.8,\n\""ethogram\"": \""t_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 아오 빡쳐 소리라도 질러야 풀리겠네 아악""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.4, \""ethogram\"": \""t_05\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 당장 사과해! 무릎 꿇고 빌라고!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.8,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 당장 사과해! 무릎 꿇고 빌라고!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.4, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 당장 사과해 무릎 꿇고 빌라고""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.8,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 당장 사과해 무릎 꿇고 빌라고""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.4, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 나 화나면 무서운 거 몰라? 조심해라.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 나 화나면 무서운 거 몰라? 조심해라.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 나 화나면 무서운 거 몰라 조심해라""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 나 화나면 무서운 거 몰라 조심해라""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 내가 우스워? 아주 사람을 바보 취급 하고 있네.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 내가 우스워? 아주 사람을 바보 취급 하고 있네.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 내가 우스워 아주 사람을 바보 취급 하고 있네""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 내가 우스워 아주 사람을 바보 취급 하고 있네""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 에디야, 닥쳐! 제발 좀 닥치라고!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 에디야, 닥쳐! 제발 좀 닥치라고!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 에디야 닥쳐 제발 좀 닥치라고""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 에디야 닥쳐 제발 좀 닥치라고""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 에디, 이 멍청아! 바보야!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.5,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 에디, 이 멍청아! 바보야!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.1, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 에디 이 멍청아 바보야""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.5,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 에디 이 멍청아 바보야""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.1, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 이딴 식으로 할 거면 다 때려치워!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.8,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 이딴 식으로 할 거면 다 때려치워!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.4, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 이딴 식으로 할 거면 다 때려치워""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
