messages
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 엄마야! 깜짝이야!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 0,\n\""intensity\"": 0.8,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 와 드디어 신제품 출시했다""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 0,\n\""intensity\"": 0.8,\n\""ethogram\"": \""p_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 와 드디어 신제품 출시했다""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 0, \""intensity\"": 0.4, \""ethogram\"": \""p_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 어머, 아기 손 좀 봐. 너무 작아!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 1,\n\""intensity\"": 0.4,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 어머, 아기 손 좀 봐. 너무 작아!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 1, \""intensity\"": 0.0, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 어머 아기 손 좀 봐 너무 작아""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 2,\n\""intensity\"": 0.5,\n\""ethogram\"": \""p_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 어머 아기 손 좀 봐 너무 작아""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 2, \""intensity\"": 0.1, \""ethogram\"": \""p_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 세상에, 이걸 다 혼자 먹었어?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 2,\n\""intensity\"": 0.5,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 세상에, 이걸 다 혼자 먹었어?""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 2, \""intensity\"": 0.1, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 세상에 이걸 다 혼자 먹었어""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 0,\n\""intensity\"": 0.6,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 세상에 이걸 다 혼자 먹었어""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 0, \""intensity\"": 0.2, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 헉, 브레이크가 안 들어! 어떡해!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 11,\n\""intensity\"": 0.8,\n\""ethogram\"": \""t_02\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 헉, 브레이크가 안 들어! 어떡해!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 11, \""intensity\"": 0.4, \""ethogram\"": \""t_02\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 헉 브레이크가 안 들어 어떡해""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 11,\n\""intensity\"": 0.8,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 헉 브레이크가 안 들어 어떡해""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 11, \""intensity\"": 0.4, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 에디! 너 시스템 오류 났어? 화면이 왜 이래?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 11,\n\""intensity\"": 0.6,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 에디! 너 시스템 오류 났어? 화면이 왜 이래?""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 11, \""intensity\"": 0.2, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 에디 너 시스템 오류 났어 화면이 왜 이래""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 11,\n\""intensity\"": 0.5,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 에디 너 시스템 오류 났어 화면이 왜 이래""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 11, \""intensity\"": 0.1, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 이런! 나 지갑 잃어버린 것 같아!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 11,\n\""intensity\"": 0.6,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 이런! 나 지갑 잃어버린 것 같아!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 11, \""intensity\"": 0.2, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 이런 나 지갑 잃어버린 것 같아""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 11,\n\""intensity\"": 0.5,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 이런 나 지갑 잃어버린 것 같아""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 11, \""intensity\"": 0.1, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 깜짝 놀랐네! 귀신인줄""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 0,\n\""intensity\"": 0.6,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 깜짝 놀랐네! 귀신인줄""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 0, \""intensity\"": 0.2, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 깜짝 놀랐네 귀신인줄""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 0,\n\""intensity\"": 0.6,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 깜짝 놀랐네 귀신인줄""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 0, \""intensity\"": 0.2, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 와! 대박! 너 승진했다며? 축하해!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 1,\n\""intensity\"": 0.6,\n\""ethogram\"": \""p_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 와! 대박! 너 승진했다며? 축하해!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 1, \""intensity\"": 0.2, \""ethogram\"": \""p_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 와 대박 너 승진했다며 축하해""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 2,\n\""intensity\"": 0.5,\n\""ethogram\"": \""p_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 와 대박 너 승진했다며 축하해""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 2, \""intensity\"": 0.1, \""ethogram\"": \""p_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 세상에, 목소리가 완전 딴판이네!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 0,\n\""intensity\"": 0.5,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 세상에, 목소리가 완전 딴판이네!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 0, \""intensity\"": 0.1, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 세상에 목소리가 완전 딴판이네""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 1,\n\""intensity\"": 0.4,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 세상에 목소리가 완전 딴판이네""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 1, \""intensity\"": 0.0, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 으악! 뜨거운 물이 안 나와!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 11,\n\""intensity\"": 0.6,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 으악! 뜨거운 물이 안 나와!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 11, \""intensity\"": 0.2, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 으악 뜨거운 물이 안 나와""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 11,\n\""intensity\"": 0.6,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 으악 뜨거운 물이 안 나와""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 11, \""intensity\"": 0.2, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 뭐라고? 오늘이 휴일이라고? 출근했는데?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 11,\n\""intensity\"": 0.6,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 뭐라고? 오늘이 휴일이라고? 출근했는데?""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 11, \""intensity\"": 0.2, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 뭐라고 오늘이 휴일이라고 출근했는데""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 11,\n\""intensity\"": 0.6,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 뭐라고 오늘이 휴일이라고 출근했는데""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 11, \""intensity\"": 0.2, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 엇, 내 옷이랑 똑같은 옷 입었네!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 2,\n\""intensity\"": 0.5,\n\""ethogram\"": \""p_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 엇, 내 옷이랑 똑같은 옷 입었네!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 2, \""intensity\"": 0.1, \""ethogram\"": \""p_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 엇 내 옷이랑 똑같은 옷 입었네""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 2,\n\""intensity\"": 0.5,\n\""ethogram\"": \""p_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 엇 내 옷이랑 똑같은 옷 입었네""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 2, \""intensity\"": 0.1, \""ethogram\"": \""p_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 에디야! 살아 있었구나! 다행이다!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 1,\n\""intensity\"": 0.5,\n\""ethogram\"": \""a_02\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 에디야! 살아 있었구나! 다행이다!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 1, \""intensity\"": 0.1, \""ethogram\"": \""a_02\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 에디야 살아 있었구나 다행이다""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 1,\n\""intensity\"": 0.4,\n\""ethogram\"": \""a_02\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 에디야 살아 있었구나 다행이다""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 1, \""intensity\"": 0.0, \""ethogram\"": \""a_02\""}""}]"
